,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
254,2016,77.024,SP.DYN.LE00.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
255,2017,77.251,SP.DYN.LE00.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
256,2018,77.462,SP.DYN.LE00.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
257,2019,77.657,SP.DYN.LE00.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
258,2016,65.418,SP.DYN.LE00.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
259,2017,65.839,SP.DYN.LE00.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
260,2018,66.187,SP.DYN.LE00.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
261,2019,66.467,SP.DYN.LE00.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
262,2016,61.166,SP.DYN.LE00.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
263,2017,61.44,SP.DYN.LE00.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
264,2018,61.735,SP.DYN.LE00.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
265,2019,62.05,SP.DYN.LE00.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
266,2016,73.207,SP.DYN.LE00.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
267,2017,73.414,SP.DYN.LE00.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
268,2018,73.6,SP.DYN.LE00.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
269,2019,73.767,SP.DYN.LE00.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
270,2016,80.9902439024,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
271,2017,80.9926829268,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
272,2018,80.8926829268,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
273,2019,80.9414634146,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
274,2016,63.124,SP.DYN.LE00.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
275,2017,63.463,SP.DYN.LE00.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
276,2018,63.78,SP.DYN.LE00.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
277,2019,64.074,SP.DYN.LE00.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
278,2016,81.387804878,SP.DYN.LE00.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
279,2017,81.287804878,SP.DYN.LE00.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
280,2018,81.787804878,SP.DYN.LE00.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
281,2019,81.9390243902,SP.DYN.LE00.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
282,2016,70.8487804878,SP.DYN.LE00.IN,GRL,Greenland,Europe & Central Asia,High income,Not classified
283,2017,70.6224390244,SP.DYN.LE00.IN,GRL,Greenland,Europe & Central Asia,High income,Not classified
284,2016,72.408,SP.DYN.LE00.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
285,2017,72.388,SP.DYN.LE00.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
286,2018,72.384,SP.DYN.LE00.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
287,2019,72.397,SP.DYN.LE00.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
288,2016,79.391,SP.DYN.LE00.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
289,2017,79.631,SP.DYN.LE00.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
290,2018,79.859,SP.DYN.LE00.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
291,2019,80.074,SP.DYN.LE00.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
292,2016,73.541,SP.DYN.LE00.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
293,2017,73.81,SP.DYN.LE00.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
294,2018,74.063,SP.DYN.LE00.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
295,2019,74.302,SP.DYN.LE00.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
296,2016,60.17,SP.DYN.LE00.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
297,2017,60.706,SP.DYN.LE00.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
298,2018,61.185,SP.DYN.LE00.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
299,2019,61.602,SP.DYN.LE00.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
300,2016,57.328,SP.DYN.LE00.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
301,2017,57.673,SP.DYN.LE00.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
302,2018,58.003,SP.DYN.LE00.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
303,2019,58.322,SP.DYN.LE00.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
304,2016,69.454,SP.DYN.LE00.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
305,2017,69.624,SP.DYN.LE00.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
306,2018,69.774,SP.DYN.LE00.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
307,2019,69.906,SP.DYN.LE00.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
308,2016,62.896,SP.DYN.LE00.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
309,2017,63.29,SP.DYN.LE00.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
310,2018,63.66,SP.DYN.LE00.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
311,2019,64.001,SP.DYN.LE00.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
312,2016,74.701,SP.DYN.LE00.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
313,2017,74.898,SP.DYN.LE00.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
314,2018,75.088,SP.DYN.LE00.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
315,2019,75.27,SP.DYN.LE00.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
316,2016,84.2268292683,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
317,2017,84.6804878049,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
318,2018,84.9341463415,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
319,2019,85.0780487805,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
320,2016,76.0634146341,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
321,2017,75.8170731707,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
322,2018,76.0658536585,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
323,2019,76.0219512195,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
324,2016,82.2048780488,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
325,2017,82.6609756098,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
326,2018,82.8609756098,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
327,2019,82.5609756098,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
328,2016,68.897,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
329,2017,69.165,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
330,2018,69.416,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
331,2019,69.656,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
332,2016,71.035,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
333,2017,71.282,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
334,2018,71.509,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
335,2019,71.716,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
336,2016,76.047,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
337,2017,76.271,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
338,2018,76.479,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
339,2019,76.677,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
340,2016,70.122,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
341,2017,70.294,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
342,2018,70.454,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
343,2019,70.604,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
344,2016,81.6536585366,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
345,2017,82.156097561,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
346,2018,82.256097561,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
347,2019,82.3024390244,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
348,2016,82.4073170732,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
349,2017,82.5512195122,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
350,2018,82.8024390244,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
351,2019,82.8048780488,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
352,2016,83.243902439,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
353,2017,82.9463414634,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
354,2018,83.3463414634,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
355,2019,83.1975609756,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
356,2016,74.175,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
357,2017,74.267,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
358,2018,74.368,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
359,2019,74.475,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
360,2016,83.9848780488,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
361,2017,84.0997560976,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
362,2018,84.2109756098,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
363,2019,84.3563414634,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
364,2016,74.184,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
365,2017,74.292,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
366,2018,74.405,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
367,2019,74.526,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
368,2016,72.41,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
369,2017,72.95,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
370,2018,73.15,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
371,2019,73.18,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
372,2016,65.393,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
373,2017,65.909,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
374,2018,66.342,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
375,2019,66.699,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
376,2016,67.577,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
377,2017,67.851,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
378,2018,68.116,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
379,2019,68.369,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
380,2016,71.711,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
381,2017,71.91,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
382,2018,72.095,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
383,2019,72.274,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
384,2016,82.2756097561,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
385,2017,82.6268292683,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
386,2018,82.6268292683,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
387,2019,83.2268292683,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
388,2016,71.743902439,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
389,2017,71.9951219512,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
390,2018,72.243902439,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
391,2019,72.4951219512,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
392,2016,75.224,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
393,2017,75.311,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
394,2018,75.398,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
395,2019,75.489,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
396,2016,70.9512195122,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
397,2017,71.2,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
398,2018,71.4,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
399,2019,71.6,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
400,2016,66.924,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
401,2017,67.277,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
402,2018,67.61,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
403,2019,67.923,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
404,2016,74.5804878049,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
405,2017,74.6292682927,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
406,2018,74.7829268293,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
407,2019,75.2390243902,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
408,2016,78.8,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
409,2017,78.833,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
410,2018,78.875,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
411,2019,78.93,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
412,2016,52.059,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
413,2017,52.947,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
414,2018,53.705,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
415,2019,54.331,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
416,2016,62.802,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
417,2017,63.295,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
418,2018,63.73,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
419,2019,64.104,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
420,2016,72.311,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
421,2017,72.52,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
422,2018,72.724,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
423,2019,72.913,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
424,2016,82.2585365854,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
425,2017,83.7463414634,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
426,2018,83.0414634146,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
427,2019,83.0414634146,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
428,2016,74.6707317073,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
429,2017,75.4804878049,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
430,2018,75.6804878049,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
431,2019,76.1341463415,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
432,2016,82.6853658537,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
433,2017,82.0951219512,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
434,2018,82.2951219512,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
435,2019,82.4463414634,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
436,2016,83.854,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
437,2017,83.989,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
438,2018,84.118,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
439,2019,84.244,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
440,2016,65.931,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
441,2017,66.311,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
442,2018,66.681,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
443,2019,67.041,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
444,2016,62.681,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
445,2017,63.279,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
446,2018,63.798,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
447,2019,64.263,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
448,2016,75.649,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
449,2017,75.828,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
450,2018,75.997,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
451,2019,76.156,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
452,2016,78.013,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
453,2017,78.325,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
454,2018,78.627,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
455,2019,78.921,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
456,2016,57.987,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
457,2017,58.452,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
458,2018,58.893,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
459,2019,59.306,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
460,2016,82.4536585366,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
461,2017,82.3463414634,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
462,2018,82.4487804878,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
463,2019,82.6,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
464,2016,64.208,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
465,2017,64.464,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
466,2018,64.704,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
467,2019,64.925,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
468,2016,74.3948780488,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
469,2017,74.5146341463,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
470,2018,74.4163414634,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
471,2019,74.2358536585,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
472,2016,74.917,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
473,2017,74.947,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
474,2018,74.992,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
475,2019,75.054,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
476,2016,67.471,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
477,2017,67.618,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
478,2018,67.755,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
479,2019,67.883,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
480,2016,71.617,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
481,2017,71.717,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
482,2018,71.808,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
483,2019,71.901,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
484,2016,69.321,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
